Source,Target,weight,URL,Discipline,PY,Tweet,Group
@Somepeople291,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@SuperScienceMe,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@sealifesavers,@CefasGovUK,2,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@chris_harrod,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@stephendye,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@olivertrophic,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@MKEN_UEA,@CefasGovUK,2,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@Georgia_B_Brown,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@PastOceans,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@SianLimpenny,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@saltwatersteve,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@Sher_Saini,@SpringerGeo,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@VJHobson,@CefasGovUK,2,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@FISHCONTRACT1,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@ECNC_org,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@ueaenv,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@SaveourBass,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@saveourseabass,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@mazeson,@CefasGovUK,2,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@CornishSeaViews,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@ICES_ASC,@CefasGovUK,1,https://www.altmetric.com/details/7298886,Econ,2015,55,publisher
@adamsneyd,@RoutledgeDevSt,1,https://www.altmetric.com/details/6796505,Econ,2016,6,publisher
@CyberdayzeGina,@Routledge_Socio,1,https://www.altmetric.com/details/6796505,Econ,2016,6,publisher
@JMDixonVU,@RBKoopman,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@Springernomics,@RBKoopman,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@davidcantarero,@Springernomics,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@JrLdv,@RBKoopman,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@SpringerEthics,@Springernomics,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@BirgerSM,@Springernomics,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@GTAP_Purdue,@RBKoopman,1,https://www.altmetric.com/details/25230929,Econ,2017,9,publisher
@FEB_Brussels,@LucSels,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@marclambrecht,@LucSels,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@FEBkuleuven,@LucSels,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@fmk_RoI,@vrdaam,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@Antoinebarbi3r,@Scenic82,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@yoko_hako,@0yama,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@Scenic82,@vrdaam,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@F_GERMEYS,@LucSels,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@Leighatsport,@Scenic82,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@Springernomics,@vrdaam,1,https://www.altmetric.com/details/5300925,Econ,2016,24,publisher
@deadmanoncampus,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NathanPGoodman,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NotesOnLiberty,@NovakMikayla,4,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@SincDavidson,@PalgraveEcon,2,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@hypatiafreedom,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@B_MarkeyTowler,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@SociologyLens,@rpalaciosb69,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@Le_Temps_Perdu_,@VincentGeloso,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@erikvestin,@JoshuaKDubrow,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@paulcrider,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@profjasonpotts,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NotesOnLiberty,@VincentGeloso,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@hypatiafreedom,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@patnzl,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@rtormos,@JoshuaKDubrow,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NotesOnLiberty,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@SincDavidson,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@dsdamato,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@al_lloyd_berg,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@nc0we,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@SincDavidson,@chrisberg,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@DNBenekos,@VincentGeloso,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@rojaperla,@rpalaciosb69,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@ercaeren,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@isa_sociology,@rpalaciosb69,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@masSherwin,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@WendyFrerichs,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@RMITBusRes,@NovakMikayla,2,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NovakMikayla,@PalgraveEcon,3,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@drdarcyallen,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@Leon_Vandenberg,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@RMITBusRes,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@ALFLiberty,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@DrDarcyAllen,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@PalgraveEcon,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@PeterBoettke,@PalgraveEcon,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@NathanPGoodman,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@DrDarcyAllen,@NovakMikayla,1,https://www.altmetric.com/details/34072530,Econ,2018,59,publisher
@C_FARE_DC,@PalgraveEcon,1,https://www.altmetric.com/details/16348229,Econ,2014,2,publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12719648,Econ,2016,7,publisher
@marcwesley101,@Elgar_Law,1,https://www.altmetric.com/details/12719648,Econ,2016,7,publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/12719648,Econ,2016,7,publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12719648,Econ,2016,7,publisher
@DrSeeme1,@ELSenviron,1,https://www.altmetric.com/details/9614697,Econ,2016,5,publisher
@ccaimang,@ELSenviron,1,https://www.altmetric.com/details/9614697,Econ,2016,5,publisher
@masarmiento,@ELSenviron,1,https://www.altmetric.com/details/9614697,Econ,2016,5,publisher
@ToniHaastrup,@GabrielSilesB,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@mattspikedavies,@DrStephenHurt,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@PatrickHolden1,@IRatPlymouth,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@mabjorkl,@GabrielSilesB,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@SophiaPrice5,@Alexnunn1,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@keijzer_niels,@IRatPlymouth,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@janorbie,@GabrielSilesB,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@justpeeling,@GabrielSilesB,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@NegassoKadir,@palmacpolitics,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@SophiaPrice5,@TradeJusticeMov,1,https://www.altmetric.com/details/28737540,Econ,2018,44,publisher
@RMITBusRes,@chrisberg,1,https://www.altmetric.com/details/48895193,Econ,2018,9,publisher
@chrisberg,@M_W_Q,1,https://www.altmetric.com/details/48895193,Econ,2018,9,publisher
@chrisberg,@PalgraveEcon,2,https://www.altmetric.com/details/48895193,Econ,2018,9,publisher
@FriedrichHayek,@PalgraveEcon,1,https://www.altmetric.com/details/46896626,Econ,2018,5,publisher
@Martijn5155,@IbnSiqilli,1,https://www.altmetric.com/details/21370103,Econ,2017,8,publisher
@InstEconomist,@InstEconomist,2,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@soncabral,@InstEconomist,4,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@andrew__wrobel,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@PeterBoettke,@CambUP_Econ,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@UmlandAndreas,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@mmister,@CambUP_Econ,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@InstEconomist,@BDStanley,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@DaveDalton42,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@SlawomirDebski,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@AB_Chapman,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@InstEconomist,@MarketingMonika,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@Jardine_bradley,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@melindaharing,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@_EmergingEurope,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@outnews,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@BrucePannier,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@FilipaFigueira,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@joannalillis,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@dominicnanni,@CambUP_Econ,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@olbetlij,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@pauljon82534185,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@CASE_research,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@InstEconomist,@gbackley2,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@mvy23,@InstEconomist,1,https://www.altmetric.com/details/8628299,Econ,2016,58,publisher
@gainesm,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@SandyDarity,@PalgraveEcon,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@lopezlinette,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@PalgraveEcon,@BinzagrInfo,5,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@MarkFabian21,@BinzagrInfo,2,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@janet_humserv,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@Chini_Francesco,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@organicfanatic5,@BinzagrInfo,2,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@geoffkerson,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@urpe1968,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@DeenaWillcats,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@FadhelKaboub,@BinzagrInfo,7,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@jlounsbury59,@PalgraveEcon,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@sbinzagr,@PalgraveEcon,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@L_Gordito,@PalgraveEcon,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@Sherry_Reson,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@SocialChangeAus,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@JMAnalytics,@PalgraveEcon,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@Marcie_too,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@heterodoxnews,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@cristiancataldp,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@Gio8vo,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@FadhelKaboub,@PalgraveEcon,4,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@Yolie_Rios,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@BinzagrInfo,@PalgraveEcon,5,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@sbinzagr,@BinzagrInfo,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@ArmineYalnizyan,@pdacosta,1,https://www.altmetric.com/details/34294945,Econ,2018,61,publisher
@PalgraveEcon,@marcomagnan1,8,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@sergiodz81,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@Springernomics,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@fracarpano,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@roomeezon,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@akhetaton11,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@Geopoliticainfo,@marcomagnan1,1,https://www.altmetric.com/details/6031921,Econ,2014,43,publisher
@KKDash2020,@Rout_PoliticsIR,1,https://www.altmetric.com/details/6795633,Econ,2016,4,publisher
@PalgraveFinance,@ddcoffman,1,https://www.altmetric.com/details/31265413,Econ,2018,5,publisher
@ddcoffman,@PalgraveFinance,1,https://www.altmetric.com/details/31265413,Econ,2018,5,publisher
@MsKlimowich,@Springernomics,1,https://www.altmetric.com/details/27097017,Econ,2017,6,publisher
@JohnFallows,@Springernomics,1,https://www.altmetric.com/details/27097017,Econ,2017,6,publisher
@profmdwhite,@PalgraveEcon,1,https://www.altmetric.com/details/12418164,Econ,2016,11,publisher
@UWAresearch,@cmems_uwa,1,https://www.altmetric.com/details/12418164,Econ,2016,11,publisher
@ottoraspe,@DanielaSCarl,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@AlejandraTrejoN,@DanielaSCarl,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@AbiralCP,@Saunders_Joe,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@PalgraveEcon,@LincolnUniNZ,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@micro_econ,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@carolin19359189,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@MatthewCoote,@RMIT_EU_CENTRE,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@YieldKernel,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@Gloomy_basilisk,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@Tasos_Kitsos,@PaulDalziel1,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@pigeoninsky,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@regstud,@DanielaSCarl,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@SaraLUckelman,@Saunders_Joe,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@PaulDalziel1,@RMIT_EU_CENTRE,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@PaulDalziel1,@PalgraveEcon,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@BruceWilson18,@RMIT_EU_CENTRE,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@SN_OAbooks,@RoDalziel,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@mpmatthew,@Saunders_Joe,1,https://www.altmetric.com/details/48346372,Econ,2018,42,publisher
@Harry_Krom,@PalgraveEcon,1,https://www.altmetric.com/details/25118172,Econ,2017,15,publisher
@Gloomy_basilisk,@PalgraveEcon,1,https://www.altmetric.com/details/25118172,Econ,2017,15,publisher
@Chrisbillakings,@PalgraveEcon,1,https://www.altmetric.com/details/25118172,Econ,2017,15,publisher
@olimpia_34,@PicazzoESP,1,https://www.altmetric.com/details/25118172,Econ,2017,15,publisher
@JMAnalytics,@PalgraveEcon,1,https://www.altmetric.com/details/30342555,Econ,2018,9,publisher
@GilbertEconomic,@PalgraveEcon,1,https://www.altmetric.com/details/30342555,Econ,2018,9,publisher
@chenx064,@PalgraveEcon,3,https://www.altmetric.com/details/30342555,Econ,2018,9,publisher
@profmdwhite,@PalgraveEcon,1,https://www.altmetric.com/details/45642470,Econ,2018,3,publisher
@kerndrup,@CambUP_MGMT,1,https://www.altmetric.com/details/6700319,Econ,2016,4,publisher
@JPeterMurmann,@CambUP_MGMT,1,https://www.altmetric.com/details/6700319,Econ,2016,4,publisher
@manuel__carmona,@BrujulaOndaCero,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@FJaviMartinezd,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@frdelpino,@GlezClarisa,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@socialfedea,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@AnaArriba,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@FERNANDDELACRUZ,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@jsalvadorsa,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@JuanQuinRom,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Cs_Marbella,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@amedinacat,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@gonlomo,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@StalkerGhost12,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@ElcronistaUy,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@JuanBella0,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@FriedrichHayek,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@jrubiomart,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Roquerol,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Jaolmedagm,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Borja_Barra,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@rguezcheca,@Manuj_Hidalgo,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@GGabbuti,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@JL_Ferr,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@josenabor,@BrankoMilan,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@koniec,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@LdelaEscosura,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@jftamames,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@onurozsoy_SBF,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Asensio_Buendia,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@pedroatamayo,@Manuj_Hidalgo,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@encarnacion_hdz,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@TonysAngle,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@AHAkramLodhi,@BrankoMilan,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@BrankoMilan,@LdelaEscosura,2,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@CsCacho,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@iarroyo48,@BrankoMilan,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@hofdeusamex,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@granblomquist,@LdelaEscosura,2,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@arsanmar_madrid,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@noel_maurer,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@PapadiaAndrea,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Maria0zmg,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@crociangelini,@BrankoMilan,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@dshestakov,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@BatizLazo,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@FranMToscano,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@TrabajarEuropa,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@ejporg,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Cat_Lliures,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@alvaro_weis,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@DanielGalAlb,@LdelaEscosura,2,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@econromesh,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@rdomenechv,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@montesgan,@GlezClarisa,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@pseudoerasmus,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Davide_Consoli,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@drescamillag,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Manuj_Hidalgo,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@scar_david,@Manuj_Hidalgo,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@CarlosVelascoCs,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@AYHDemographers,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@EnriqueGilMart3,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@CarlosVelascoCs,@OjedaCosme,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@chusfornero,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@scar_david,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@VanVasBol,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@aanchuelo,@LdelaEscosura,2,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@PabloPacheco7,@BrankoMilan,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@walcottgray,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@kamromero,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Patente7corso,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@biancoje,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@warmadg,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@antonisoy,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@mlmorell,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@Maite66763376,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@marcelo_meds,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@sthetland,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@GimenezEdL,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@mjansen_madrid,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@IronMG,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@memosquera,@lugaricano,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@ManelGinesBiels,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@hwzoom12345,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@D_Villalonga,@OjedaCosme,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@McManusson,@LdelaEscosura,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
@raulaldaz,@PalgraveEcon,1,https://www.altmetric.com/details/24946244,Econ,2017,354,publisher
